id,id_main,sort,bilder,subtext
20,6,0,2011-08-31-DSC0910jpg.jpg,
19,6,0,2011-08-31-DSC0909jpg.jpg,
21,6,0,2011-08-31-DSC0911jpg.jpg,
22,5,0,2011-08-31-DSC0892jpg.jpg,
23,5,0,2011-08-31-DSC0893jpg.jpg,
24,5,0,2011-08-31-DSC0894jpg.jpg,
25,5,0,2011-08-31-DSC0896jpg.jpg,
26,5,0,2011-08-31-DSC0897jpg.jpg,
27,5,0,2011-08-31-DSC0897jpg.jpg,
28,4,0,2011-08-31-DSC0898jpg.jpg,
29,4,0,2011-08-31-DSC0899jpg.jpg,
30,4,0,2011-08-31-DSC0901jpg.jpg,
31,4,0,2011-08-31-DSC0902jpg.jpg,
50,3,0,2011-08-31-DSC0715jpg.jpg,
33,3,0,2011-08-31-DSC0712jpg.jpg,
34,3,0,2011-08-31-DSC0713jpg.jpg,
36,3,0,2011-08-31-DSC0718jpg.jpg,
37,3,0,2011-08-31-DSC0719jpg.jpg,
38,3,0,2011-08-31-DSC0720jpg.jpg,
39,3,0,2011-08-31-DSC0721jpg.jpg,
40,3,0,2011-08-31-DSC0722jpg.jpg,
41,3,0,2011-08-31-DSC0723jpg.jpg,
42,3,0,2011-08-31-DSC0724jpg.jpg,
43,3,0,2011-08-31-DSC0725jpg.jpg,
44,3,0,2011-08-31-DSC0726jpg.jpg,
45,3,0,2011-08-31-DSC0727jpg.jpg,
46,3,0,2011-08-31-DSC0728jpg.jpg,
47,3,0,2011-08-31-DSC0729jpg.jpg,
48,3,0,2011-08-31-DSC0731jpg.jpg,
49,3,0,2011-08-31-DSC0730jpg.jpg,
64,14,1,2011-09-01-DSC0527jpg.jpg,
63,14,0,2011-09-01-DSC0526jpg.jpg,
62,14,0,2011-09-01-DSC0525jpg.jpg,
61,14,0,2011-09-01-DSC0523jpg.jpg,
60,14,0,2011-09-01-DSC0522jpg.jpg,
59,14,0,2011-09-01-DSC0521jpg.jpg,
67,14,0,2011-09-01-DSC0528jpg.jpg,
76,15,0,2011-09-01-DSC0537jpg.jpg,
75,15,0,2011-09-01-DSC0536jpg.jpg,
70,15,0,2011-09-01-DSC0531jpg.jpg,
71,15,0,2011-09-01-DSC0532jpg.jpg,
72,15,0,2011-09-01-DSC0533jpg.jpg,
73,15,0,2011-09-01-DSC0534jpg.jpg,
74,15,0,2011-09-01-DSC0535jpg.jpg,
77,15,0,2011-09-01-DSC0538jpg.jpg,
78,15,0,2011-09-01-DSC0539jpg.jpg,
79,15,0,2011-09-01-DSC0540jpg.jpg,
80,15,0,2011-09-01-DSC0541jpg.jpg,
81,15,0,2011-09-01-DSC0542jpg.jpg,
82,15,0,2011-09-01-DSC0543jpg.jpg,
83,15,0,2011-09-01-DSC0544jpg.jpg,
