legacy_id,directory,custom_filename,file_extension,path,
5826,Brixen_2011_06_17,DSC_0546,.jpg,2,NULL
5827,Brixen_2011_07_08,DSC_0546,.jpg,2,NULL
5828,Brixen_2011_08_04,DSC_0546,.jpg,2,NULL
5829,Brixen_2011_08_11,DSC_0546,.jpg,2,NULL
5830,Brixen_2011_08_22,DSC_0546,.jpg,2,NULL
5831,Brixen_2011_06_17,DSC_0547,.jpg,2,NULL
5832,Brixen_2011_07_08,DSC_0547,.jpg,2,NULL
5833,Brixen_2011_08_04,DSC_0547,.jpg,2,NULL
5834,Brixen_2011_08_11,DSC_0547,.jpg,2,NULL
5835,Brixen_2011_08_22,DSC_0547,.jpg,2,NULL
5836,Brixen_2011_06_17,DSC_0548,.jpg,2,NULL
5837,Brixen_2011_07_08,DSC_0548,.jpg,2,NULL
5838,Brixen_2011_08_04,DSC_0548,.jpg,2,NULL
5839,Brixen_2011_08_11,DSC_0548,.jpg,2,NULL
5840,Brixen_2011_08_22,DSC_0548,.jpg,2,NULL
5841,Brixen_2011_06_17,DSC_0549,.jpg,2,NULL
5842,Brixen_2011_07_08,DSC_0549,.jpg,2,NULL
5843,Brixen_2011_08_04,DSC_0549,.jpg,2,NULL
5844,Brixen_2011_08_11,DSC_0549,.jpg,2,NULL
5845,Brixen_2011_08_22,DSC_0549,.jpg,2,NULL
5846,Brixen_2011_06_17,DSC_0550,.jpg,2,NULL
5847,Brixen_2011_07_08,DSC_0550,.jpg,2,NULL
5848,Brixen_2011_08_04,DSC_0550,.jpg,2,NULL
5849,Brixen_2011_08_11,DSC_0550,.jpg,2,NULL
5850,Brixen_2011_08_22,DSC_0550,.jpg,2,NULL
5851,Brixen_2011_06_17,DSC_0551,.jpg,2,NULL
5852,Brixen_2011_07_08,DSC_0551,.jpg,2,NULL
5853,Brixen_2011_08_04,DSC_0551,.jpg,2,NULL
5854,Brixen_2011_08_11,DSC_0551,.jpg,2,NULL
5855,Brixen_2011_08_22,DSC_0551,.jpg,2,NULL
5856,Brixen_2011_06_17,DSC_0547bearb,.jpg,2,NULL
5857,Brixen_2011_07_08,DSC_0547bearb,.jpg,2,NULL
5858,Brixen_2011_08_04,DSC_0547bearb,.jpg,2,NULL
5859,Brixen_2011_08_11,DSC_0547bearb,.jpg,2,NULL
5860,Brixen_2011_08_22,DSC_0547bearb,.jpg,2,NULL
5861,Brixen_2011_06_17,DSC_0580,.jpg,2,NULL
5862,Brixen_2011_07_08,DSC_0580,.jpg,2,NULL
5863,Brixen_2011_08_04,DSC_0580,.jpg,2,NULL
5864,Brixen_2011_08_11,DSC_0580,.jpg,2,NULL
5865,Brixen_2011_08_22,DSC_0580,.jpg,2,NULL
5866,Brixen_2011_06_17,DSC_0579,.jpg,2,NULL
5867,Brixen_2011_07_08,DSC_0579,.jpg,2,NULL
5868,Brixen_2011_08_04,DSC_0579,.jpg,2,NULL
5869,Brixen_2011_08_11,DSC_0579,.jpg,2,NULL
5870,Brixen_2011_08_22,DSC_0579,.jpg,2,NULL
5871,Brixen_2011_06_17,DSC_0578,.jpg,2,NULL
5872,Brixen_2011_07_08,DSC_0578,.jpg,2,NULL
5873,Brixen_2011_08_04,DSC_0578,.jpg,2,NULL
5874,Brixen_2011_08_11,DSC_0578,.jpg,2,NULL
5875,Brixen_2011_08_22,DSC_0578,.jpg,2,NULL
5876,Brixen_2011_06_17,DSC_0581,.jpg,2,NULL
5877,Brixen_2011_07_08,DSC_0581,.jpg,2,NULL
5878,Brixen_2011_08_04,DSC_0581,.jpg,2,NULL
5879,Brixen_2011_08_11,DSC_0581,.jpg,2,NULL
5880,Brixen_2011_08_22,DSC_0581,.jpg,2,NULL
5881,Brixen_2011_06_17,DSC_0715,.jpg,2,NULL
5882,Brixen_2011_07_08,DSC_0715,.jpg,2,NULL
5883,Brixen_2011_08_04,DSC_0715,.jpg,2,NULL
5884,Brixen_2011_08_11,DSC_0715,.jpg,2,NULL
5885,Brixen_2011_08_22,DSC_0715,.jpg,2,NULL
5886,Brixen_2011_06_17,DSC_0712,.jpg,2,NULL
5887,Brixen_2011_07_08,DSC_0712,.jpg,2,NULL
5888,Brixen_2011_08_04,DSC_0712,.jpg,2,NULL
5889,Brixen_2011_08_11,DSC_0712,.jpg,2,NULL
5890,Brixen_2011_08_22,DSC_0712,.jpg,2,NULL
5891,Brixen_2011_06_17,DSC_0713,.jpg,2,NULL
5892,Brixen_2011_07_08,DSC_0713,.jpg,2,NULL
5893,Brixen_2011_08_04,DSC_0713,.jpg,2,NULL
5894,Brixen_2011_08_11,DSC_0713,.jpg,2,NULL
5895,Brixen_2011_08_22,DSC_0713,.jpg,2,NULL
5896,Brixen_2011_06_17,DSC_0718,.jpg,2,NULL
5897,Brixen_2011_07_08,DSC_0718,.jpg,2,NULL
5898,Brixen_2011_08_04,DSC_0718,.jpg,2,NULL
5899,Brixen_2011_08_11,DSC_0718,.jpg,2,NULL
5900,Brixen_2011_08_22,DSC_0718,.jpg,2,NULL
5901,Brixen_2011_06_17,DSC_0719,.jpg,2,NULL
5902,Brixen_2011_07_08,DSC_0719,.jpg,2,NULL
5903,Brixen_2011_08_04,DSC_0719,.jpg,2,NULL
5904,Brixen_2011_08_11,DSC_0719,.jpg,2,NULL
5905,Brixen_2011_08_22,DSC_0719,.jpg,2,NULL
5906,Brixen_2011_06_17,DSC_0720,.jpg,2,NULL
5907,Brixen_2011_07_08,DSC_0720,.jpg,2,NULL
5908,Brixen_2011_08_04,DSC_0720,.jpg,2,NULL
5909,Brixen_2011_08_11,DSC_0720,.jpg,2,NULL
5910,Brixen_2011_08_22,DSC_0720,.jpg,2,NULL
5911,Brixen_2011_06_17,DSC_0721,.jpg,2,NULL
5912,Brixen_2011_07_08,DSC_0721,.jpg,2,NULL
5913,Brixen_2011_08_04,DSC_0721,.jpg,2,NULL
5914,Brixen_2011_08_11,DSC_0721,.jpg,2,NULL
5915,Brixen_2011_08_22,DSC_0721,.jpg,2,NULL
5916,Brixen_2011_06_17,DSC_0722,.jpg,2,NULL
5917,Brixen_2011_07_08,DSC_0722,.jpg,2,NULL
5918,Brixen_2011_08_04,DSC_0722,.jpg,2,NULL
5919,Brixen_2011_08_11,DSC_0722,.jpg,2,NULL
5920,Brixen_2011_08_22,DSC_0722,.jpg,2,NULL
5921,Brixen_2011_06_17,DSC_0723,.jpg,2,NULL
5922,Brixen_2011_07_08,DSC_0723,.jpg,2,NULL
5923,Brixen_2011_08_04,DSC_0723,.jpg,2,NULL
5924,Brixen_2011_08_11,DSC_0723,.jpg,2,NULL
5925,Brixen_2011_08_22,DSC_0723,.jpg,2,NULL
5926,Brixen_2011_06_17,DSC_0724,.jpg,2,NULL
5927,Brixen_2011_07_08,DSC_0724,.jpg,2,NULL
5928,Brixen_2011_08_04,DSC_0724,.jpg,2,NULL
5929,Brixen_2011_08_11,DSC_0724,.jpg,2,NULL
5930,Brixen_2011_08_22,DSC_0724,.jpg,2,NULL
5931,Brixen_2011_06_17,DSC_0725,.jpg,2,NULL
5932,Brixen_2011_07_08,DSC_0725,.jpg,2,NULL
5933,Brixen_2011_08_04,DSC_0725,.jpg,2,NULL
5934,Brixen_2011_08_11,DSC_0725,.jpg,2,NULL
5935,Brixen_2011_08_22,DSC_0725,.jpg,2,NULL
5936,Brixen_2011_06_17,DSC_0726,.jpg,2,NULL
5937,Brixen_2011_07_08,DSC_0726,.jpg,2,NULL
5938,Brixen_2011_08_04,DSC_0726,.jpg,2,NULL
5939,Brixen_2011_08_11,DSC_0726,.jpg,2,NULL
5940,Brixen_2011_08_22,DSC_0726,.jpg,2,NULL
5941,Brixen_2011_06_17,DSC_0727,.jpg,2,NULL
5942,Brixen_2011_07_08,DSC_0727,.jpg,2,NULL
5943,Brixen_2011_08_04,DSC_0727,.jpg,2,NULL
5944,Brixen_2011_08_11,DSC_0727,.jpg,2,NULL
5945,Brixen_2011_08_22,DSC_0727,.jpg,2,NULL
5946,Brixen_2011_06_17,DSC_0728,.jpg,2,NULL
5947,Brixen_2011_07_08,DSC_0728,.jpg,2,NULL
5948,Brixen_2011_08_04,DSC_0728,.jpg,2,NULL
5949,Brixen_2011_08_11,DSC_0728,.jpg,2,NULL
5950,Brixen_2011_08_22,DSC_0728,.jpg,2,NULL
5951,Brixen_2011_06_17,DSC_0729,.jpg,2,NULL
5952,Brixen_2011_07_08,DSC_0729,.jpg,2,NULL
5953,Brixen_2011_08_04,DSC_0729,.jpg,2,NULL
